,latitude,longitude,site_latitude,site_longitude,eventName,stateName,countyName,hwm_id,hwm_locationdescription,elev_ft,height_above_gnd,hwm_environment,zip,height_above_gnd_decile_by_eventName,height_above_gnd_scaled_by_eventName,elev_ft_decile_by_eventName,height_above_gnd_decile_by_zip,height_above_gnd_mean_by_zip
285,38.69481,-75.77169,38.69528,-75.77178,Irene,MD,Caroline County,14970,"HWM-MD-FB-LB-2; wash line on upstream left overbank, approximately 50 ft upstream of bridge; horizontal collection method unknown; marked with wooden stake and orange flagging.",0.0,0.0,Riverine,21632.0,0,-1.5084876938762704,0,0,1.830769230769231
286,38.69444,-75.77167,38.69528,-75.77178,Irene,MD,Caroline County,14971,"HWM-MD-FB-LB-3; debris/sand line on power pole (#5L), on left overbank, 50 ft downstream of bridge; Horizontal collection method by phone.",6.641,1.0,Riverine,21632.0,1,-1.0719781123864518,0,1,1.830769230769231
287,38.694,-75.77156,38.694,-75.77156,Irene,MD,Caroline County,14998,"HWM-MD-FB-LB-4; debris/mud line on DS side of metal post of chain link fence, just DS of small pumping station on left, DS, overbank; black sharpie line;",6.625,1.1,Riverine,21632.0,1,-1.02832715423747,0,3,1.830769230769231
288,38.692,-75.77139,38.692,-75.77139,Irene,MD,Caroline County,15017,"HWM-MD-FB-LB-5; seed/debris line on chain link fence support, on left overbank, +/- 100 ft US of pedestrian bridge; black sharpie line",6.509,1.9,Riverine,21632.0,2,-0.6791194890456151,0,3,1.830769230769231
289,38.69089,-75.77060999999998,38.69089,-75.77060999999998,Irene,MD,Caroline County,15023,"HWM-MD-FB-LB-6; seed/debris line on chain link fence support, on left overbank, +/- 25 ft US of railroad bridge;",6.435,1.9,Riverine,21632.0,2,-0.6791194890456151,0,3,1.830769230769231
315,38.91753,-75.94944,38.91753,-75.94944,Irene,MD,Talbot County,15165,"seed/debris line on concrete foundation of green armco metal building at 32617 Main St; Queen Anne, MD; black sharpie line",7.862,0.9,Riverine,21629.0,1,-1.1156290705354337,0,2,1.7125
316,42.571555,-72.57842,42.571555,-72.57842,Irene,MA,Franklin County,37532,238 ft. upstream of railroad bridge.,137.52,1.6,Riverine,1342.0,2,-0.8100723634925606,0,0,3.2800000000000007
317,42.572721,-72.577799,42.572721,-72.577799,Irene,MA,Franklin County,37533,Right bank 180 ft. downstream of railroad bridge.,135.83,4.1,Riverine,1342.0,6,0.28120159023198554,0,8,3.2800000000000007
318,42.568341,-72.59227,42.568341,-72.59227,Irene,MA,Franklin County,37534,Right bank 300 ft. upstream of highway bridge,140.82,8.0,Riverine,1301.0,9,1.9835889580422783,0,8,4.988285714285715
319,42.57104,-72.593334,42.57104,-72.593334,Irene,MA,Franklin County,37535,Left bank 300 ft. upstream of highway bridge.,141.29,4.67,Riverine,1301.0,6,0.5300120516811823,0,4,4.988285714285715
320,42.569361375,-72.5906328333333,42.569361375,-72.5906328333333,Irene,MA,Franklin County,37537,150 ft. downstream of railroad bridge at Rt. 5 and 10.,139.7,0.2,Riverine,1342.0,0,-1.4211857775783066,0,0,3.2800000000000007
321,42.56908855,-72.5912746166667,42.56908855,-72.5912746166667,Irene,MA,Franklin County,37539,,139.35,4.0,Riverine,1342.0,6,0.23755063208300387,0,7,3.2800000000000007
322,42.55134209722221,-72.61112263055558,42.55134209722221,-72.61112263055558,Irene,MA,Franklin County,37541,,143.59,2.66,Riverine,1342.0,4,-0.347372207113353,0,4,3.2800000000000007
323,42.5439654305556,-72.6118489361111,42.5439654305556,-72.6118489361111,Irene,MA,Franklin County,37542,,144.55,7.5,Riverine,1342.0,9,1.765334167297369,1,9,3.2800000000000007
324,42.5225684694444,-72.6279579305556,42.5225684694444,-72.6279579305556,Irene,MA,Franklin County,37543,,160.07,2.3,Riverine,1342.0,3,-0.5045156564496878,1,3,3.2800000000000007
325,42.5213609305556,-72.62452169444441,42.5213609305556,-72.62452169444441,Irene,MA,Franklin County,37544,,155.48,3.6,Riverine,1342.0,5,0.06294679948707646,1,6,3.2800000000000007
326,42.53058086111111,-72.62080768611109,42.53058086111111,-72.62080768611109,Irene,MA,Franklin County,37546,,145.32,2.7,Riverine,1342.0,4,-0.3299118238537602,1,5,3.2800000000000007
327,42.5270746583333,-72.6344805916667,42.5270746583333,-72.6344805916667,Irene,MA,Franklin County,37548,,160.85,1.6,Riverine,1342.0,2,-0.8100723634925606,1,0,3.2800000000000007
328,42.5279868055556,-72.6326535777778,42.5279868055556,-72.6326535777778,Irene,MA,Franklin County,37549,,166.79,7.0,Riverine,1342.0,9,1.5470793765524595,1,9,3.2800000000000007
329,42.525965791666714,-72.62925229999998,42.525965791666714,-72.62925229999998,Irene,MA,Franklin County,37550,,162.01,2.1,Riverine,1342.0,3,-0.5918175727476513,1,2,3.2800000000000007
330,42.574629627777796,-72.7072079416667,42.574629627777796,-72.7072079416667,Irene,MA,Franklin County,37551,,301.84,5.1,Riverine,1341.0,7,0.7177111717218041,2,6,3.5060606060606068
331,42.57326207222221,-72.7074171166667,42.57326207222221,-72.7074171166667,Irene,MA,Franklin County,37552,,302.06,1.9,Riverine,1341.0,2,-0.6791194890456151,2,2,3.5060606060606068
332,42.5714098972222,-72.70754442777779,42.5714098972222,-72.70754442777779,Irene,MA,Franklin County,37553,,254.81,4.3,Riverine,1341.0,6,0.36850350652994934,1,5,3.5060606060606068
333,42.5920146388889,-72.73136243888891,42.5920146388889,-72.73136243888891,Irene,MA,Franklin County,37554,,346.65,6.4,Riverine,1370.0,8,1.2851736276585686,2,8,4.13125
334,42.5962321888889,-72.73210019444441,42.5962321888889,-72.73210019444441,Irene,MA,Franklin County,37556,,348.79,5.9,Riverine,1370.0,8,1.0669188369136593,2,7,4.13125
335,42.5898658694444,-72.72665985,42.5898658694444,-72.72665985,Irene,MA,Franklin County,37557,,318.09,7.4,Riverine,1370.0,9,1.7216832091483871,2,9,4.13125
336,42.6051601,-72.7405514972222,42.6051601,-72.7405514972222,Irene,MA,Franklin County,37560,,415.81,0.1,Riverine,1370.0,0,-1.4648367357272885,2,0,4.13125
337,42.606012033333286,-72.7388210861111,42.606012033333286,-72.7388210861111,Irene,MA,Franklin County,37561,,418.13,3.1,Riverine,1370.0,4,-0.15530799125783282,2,3,4.13125
338,42.6032966388889,-72.7399378861111,42.6032966388889,-72.7399378861111,Irene,MA,Franklin County,37563,,409.24,2.35,Riverine,1370.0,3,-0.48269017737519676,2,2,4.13125
339,42.603081369444396,-72.7374331388889,42.603081369444396,-72.7374331388889,Irene,MA,Franklin County,37564,,367.2,5.4,Riverine,1370.0,7,0.84866404616875,2,6,4.13125
340,42.6017158027778,-72.7399859166667,42.6017158027778,-72.7399859166667,Irene,MA,Franklin County,37565,,411.75,2.7,Riverine,1370.0,4,-0.3299118238537602,2,2,4.13125
341,42.6017468444444,-72.73660363055549,42.6017468444444,-72.73660363055549,Irene,MA,Franklin County,37568,,360.22,8.0,Riverine,1370.0,9,1.9835889580422783,2,9,4.13125
342,42.614842738888896,-72.73684166666669,42.614842738888896,-72.73684166666669,Irene,MA,Franklin County,37569,,422.65,5.1,Riverine,1370.0,7,0.7177111717218041,2,6,4.13125
343,42.61308279722221,-72.7377735861111,42.61308279722221,-72.7377735861111,Irene,MA,Franklin County,37571,,424.4,3.2,Riverine,1370.0,4,-0.11165703310885093,2,3,4.13125
344,42.61873404166671,-72.7480721111111,42.61873404166671,-72.7480721111111,Irene,MA,Franklin County,37572,,480.05,2.3,Riverine,1370.0,3,-0.5045156564496878,3,1,4.13125
345,42.619123661111104,-72.7470769583333,42.619123661111104,-72.7470769583333,Irene,MA,Franklin County,37573,,478.66,1.6,Riverine,1370.0,2,-0.8100723634925606,3,1,4.13125
346,42.6202578111111,-72.74494033888891,42.6202578111111,-72.74494033888891,Irene,MA,Franklin County,37574,,480.53,0.45,Riverine,1370.0,0,-1.312058382205852,3,0,4.13125
347,42.6211472638889,-72.74515021944441,42.6211472638889,-72.74515021944441,Irene,MA,Franklin County,37575,,446.35,9.4,Riverine,1370.0,9,2.5947023721280247,2,9,4.13125
348,42.62599169722221,-72.8541732583333,42.62599169722221,-72.8541732583333,Irene,MA,Franklin County,37576,,537.11,5.0,Riverine,1339.0,7,0.6740602135728224,4,8,3.2642307692307684
349,42.625715583333296,-72.88406695,42.625715583333296,-72.88406695,Irene,MA,Franklin County,37577,,554.69,4.2,Riverine,1339.0,6,0.32485254838096767,4,6,3.2642307692307684
350,42.626243408333295,-72.8814244722222,42.626243408333295,-72.8814244722222,Irene,MA,Franklin County,37578,,552.94,6.3,Riverine,1339.0,8,1.2415226695095865,4,9,3.2642307692307684
351,42.6390634583333,-72.9090688638889,42.6390634583333,-72.9090688638889,Irene,MA,Franklin County,37579,,575.27,5.5,Riverine,1339.0,8,0.8923150043177317,4,9,3.2642307692307684
352,42.6368963111111,-72.907008175,42.6368963111111,-72.907008175,Irene,MA,Franklin County,37580,,571.24,5.4,Riverine,1339.0,7,0.84866404616875,4,9,3.2642307692307684
353,42.6417194194444,-72.923987375,42.6417194194444,-72.923987375,Irene,MA,Franklin County,37581,,597.18,2.7,Riverine,1339.0,4,-0.3299118238537602,5,3,3.2642307692307684
354,42.6424261805556,-72.9235493055556,42.6424261805556,-72.9235493055556,Irene,MA,Franklin County,37582,,592.07,2.9,Riverine,1339.0,4,-0.24260990755579662,4,4,3.2642307692307684
355,42.65321305,-72.95472145,42.65321305,-72.95472145,Irene,MA,Franklin County,37583,,643.97,4.1,Riverine,1343.0,6,0.28120159023198554,6,5,3.9166666666666665
356,42.6514893027778,-72.9537348416667,42.6514893027778,-72.9537348416667,Irene,MA,Franklin County,37584,,641.28,1.4,Riverine,1367.0,1,-0.8973742797905244,5,1,3.1875
357,42.666522,-72.985747,42.666522,-72.985747,Irene,MA,Franklin County,37585,,713.19,3.3,Riverine,1343.0,5,-0.06800607495986923,6,1,3.9166666666666665
358,42.67482,-72.995166,42.67482,-72.995166,Irene,MA,Berkshire County,37586,,737.39,3.7,Riverine,1247.0,5,0.10659775763605836,7,5,3.8194444444444446
359,42.671198,-72.993998,42.671198,-72.993998,Irene,MA,Berkshire County,37587,,724.64,5.9,Riverine,1247.0,8,1.0669188369136593,7,8,3.8194444444444446
360,42.684069,-72.976787,42.684069,-72.976787,Irene,MA,Franklin County,37588,,766.14,7.4,Riverine,1247.0,9,1.7216832091483871,7,9,3.8194444444444446
361,42.681614,-72.976511,42.681614,-72.976511,Irene,MA,Berkshire County,37589,,762.01,3.0,Riverine,1247.0,4,-0.19895894940681472,7,2,3.8194444444444446
362,42.723402,-72.938262,42.723402,-72.938262,Irene,MA,Franklin County,37590,,1037.05,4.9,Riverine,1367.0,7,0.6304092554238407,9,9,3.1875
363,42.720565,-72.939914,42.720565,-72.939914,Irene,MA,Franklin County,37591,,1006.14,4.6,Riverine,1367.0,6,0.4994563809768948,8,7,3.1875
364,42.731108,-72.93038100000003,42.731108,-72.93038100000003,Irene,MA,Franklin County,37592,,1115.07,5.6,Riverine,1350.0,8,0.9359659624667134,9,,5.6
365,42.727668,-72.933081,42.727668,-72.933081,Irene,MA,Franklin County,37593,,1039.38,3.9,Riverine,1367.0,5,0.19389967393402197,9,5,3.1875
366,42.580522,-72.599717,42.580522,-72.599717,Irene,MA,Franklin County,37594,,145.54,2.6,Riverine,1301.0,3,-0.3735627820027421,1,1,4.988285714285715
367,42.581066,-72.600415,42.581066,-72.600415,Irene,MA,Franklin County,37595,,143.65,2.2,Riverine,1301.0,3,-0.5481666145986694,0,0,4.988285714285715
368,42.5797628805556,-72.5990161888889,42.5797628805556,-72.5990161888889,Irene,MA,Franklin County,37596,,143.75,3.2,Riverine,1301.0,4,-0.11165703310885093,1,2,4.988285714285715
369,42.583693,-72.605499,42.583693,-72.605499,Irene,MA,Franklin County,37597,,155.33,7.4,Riverine,1301.0,9,1.7216832091483871,1,8,4.988285714285715
370,42.58354,-72.603824,42.58354,-72.603824,Irene,MA,Franklin County,37598,,148.62,3.7,Riverine,1301.0,5,0.10659775763605836,1,3,4.988285714285715
371,42.5835403694444,-72.6038235972222,42.5835403694444,-72.6038235972222,Irene,MA,Franklin County,37599,,148.67,2.62,Riverine,1301.0,4,-0.36483259037294574,1,2,4.988285714285715
372,42.586209,-72.612063,42.586209,-72.612063,Irene,MA,Franklin County,37600,,159.96,1.7,Riverine,1301.0,2,-0.7664214053435788,1,0,4.988285714285715
373,42.585329,-72.61197800000002,42.585329,-72.61197800000002,Irene,MA,Franklin County,37601,,159.51,5.3,Riverine,1301.0,7,0.8050130880197679,1,6,4.988285714285715
374,42.603174,-72.615089,42.603174,-72.615089,Irene,MA,Franklin County,37602,,171.05,4.9,Riverine,1301.0,7,0.6304092554238407,1,5,4.988285714285715
375,42.602773,-72.61486500000002,42.602773,-72.61486500000002,Irene,MA,Franklin County,37603,,170.49,3.2,Riverine,1301.0,4,-0.11165703310885093,1,2,4.988285714285715
376,42.60179,-72.614735,42.60179,-72.614735,Irene,MA,Franklin County,37604,,168.16,4.7,Riverine,1301.0,6,0.5431073391258769,1,4,4.988285714285715
377,42.647372,-72.620109,42.647372,-72.620109,Irene,MA,Franklin County,37605,,251.38,3.0,Riverine,1301.0,4,-0.19895894940681472,1,2,4.988285714285715
378,42.64738300000001,-72.621026,42.64738300000001,-72.621026,Irene,MA,Franklin County,37606,,252.22,7.8,Riverine,1340.0,9,1.896287041744314,1,7,3.881403508771929
379,42.646334,-72.619284,42.646334,-72.619284,Irene,MA,Franklin County,37607,,238.59,2.2,Riverine,1301.0,3,-0.5481666145986694,1,0,4.988285714285715
380,42.64595300000001,-72.619776,42.64595300000001,-72.619776,Irene,MA,Franklin County,37608,,239.85,2.2,Riverine,1301.0,3,-0.5481666145986694,1,0,4.988285714285715
381,42.698421,-72.665448,42.698421,-72.665448,Irene,MA,Franklin County,37609,,427.09,0.0,Riverine,1340.0,0,-1.5084876938762704,2,0,3.881403508771929
382,42.698453,-72.664801,42.698453,-72.664801,Irene,MA,Franklin County,37610,,426.8,0.6,Riverine,1337.0,1,-1.2465819449823792,2,1,1.4714285714285715
383,42.698637,-72.664808,42.698637,-72.664808,Irene,MA,Franklin County,37611,,427.0,2.8,Riverine,1337.0,4,-0.2862608657047785,2,9,1.4714285714285715
384,42.698827,-72.664838,42.698827,-72.664838,Irene,MA,Franklin County,37612,,426.35,2.0,Riverine,1337.0,2,-0.6354685308966332,2,6,1.4714285714285715
385,42.698218,-72.665181,42.698218,-72.665181,Irene,MA,Franklin County,37613,,426.98,2.9,Riverine,1340.0,4,-0.24260990755579662,2,3,3.881403508771929
386,42.697921,-72.664925,42.697921,-72.664925,Irene,MA,Franklin County,37614,,423.83,0.0,Riverine,1340.0,0,-1.5084876938762704,2,0,3.881403508771929
387,42.698233,-72.66463900000002,42.698233,-72.66463900000002,Irene,MA,Franklin County,37615,,424.26,0.0,Riverine,1301.0,0,-1.5084876938762704,2,0,4.988285714285715
388,42.697842,-72.664749,42.697842,-72.664749,Irene,MA,Franklin County,37616,,423.36,5.5,Riverine,1340.0,8,0.8923150043177317,2,5,3.881403508771929
389,42.698133,-72.664502,42.698133,-72.664502,Irene,MA,Franklin County,37617,,424.12,4.8,Riverine,1301.0,7,0.5867582972748586,2,4,4.988285714285715
390,42.698064,-72.664378,42.698064,-72.664378,Irene,MA,Franklin County,37618,,423.96,2.1,Riverine,1340.0,3,-0.5918175727476513,2,2,3.881403508771929
391,42.704326,-72.670642,42.704326,-72.670642,Irene,MA,Franklin County,37619,,448.35,0.2,Riverine,1337.0,0,-1.4211857775783066,2,0,1.4714285714285715
392,42.70382100000001,-72.67062800000002,42.70382100000001,-72.67062800000002,Irene,MA,Franklin County,37620,,447.51,1.1,Riverine,1337.0,1,-1.02832715423747,2,3,1.4714285714285715
393,42.703231,-72.670254,42.703231,-72.670254,Irene,MA,Franklin County,37621,,445.27,2.1,Riverine,1337.0,3,-0.5918175727476513,2,8,1.4714285714285715
394,42.70436,-72.671,42.70436,-72.671,Irene,MA,Franklin County,37622,,448.6,2.4,Riverine,1340.0,3,-0.4608646983007059,2,2,3.881403508771929
395,42.703034,-72.67053,42.703034,-72.67053,Irene,MA,Franklin County,37623,,447.66,5.7,Riverine,1340.0,8,0.9796169206156955,2,6,3.881403508771929
396,42.702931,-72.670462,42.702931,-72.670462,Irene,MA,Franklin County,37624,,446.18,4.0,Riverine,1340.0,6,0.23755063208300387,2,4,3.881403508771929
397,42.70256,-72.669387,42.70256,-72.669387,Irene,MA,Franklin County,37625,,442.79,1.5,Riverine,1337.0,2,-0.8537233216415425,2,4,1.4714285714285715
398,42.54151,-72.660687,42.54151,-72.660687,Irene,MA,Franklin County,37626,,186.39,6.0,Riverine,1341.0,8,1.110569795062641,1,9,3.5060606060606068
399,42.541515,-72.660623,42.541515,-72.660623,Irene,MA,Franklin County,37627,,186.47,1.7,Riverine,1341.0,2,-0.7664214053435788,1,1,3.5060606060606068
400,42.541945,-72.69409,42.541945,-72.69409,Irene,MA,Franklin County,37628,,467.14,3.2,Riverine,1341.0,4,-0.11165703310885093,3,4,3.5060606060606068
401,42.541919,-72.694142,42.541919,-72.694142,Irene,MA,Franklin County,37629,,467.38,2.0,Riverine,1341.0,2,-0.6354685308966332,3,2,3.5060606060606068
402,42.541902,-72.694168,42.541902,-72.694168,Irene,MA,Franklin County,37630,,467.34,2.2,Riverine,1341.0,3,-0.5481666145986694,3,3,3.5060606060606068
403,42.541729,-72.693838,42.541729,-72.693838,Irene,MA,Franklin County,37631,,467.67,0.0,Riverine,1341.0,0,-1.5084876938762704,3,0,3.5060606060606068
404,42.542069,-72.69336899999998,42.542069,-72.69336899999998,Irene,MA,Franklin County,37632,,464.64,0.0,Riverine,1341.0,0,-1.5084876938762704,3,0,3.5060606060606068
405,42.542166,-72.693555,42.542166,-72.693555,Irene,MA,Franklin County,37633,,463.88,5.0,Riverine,1341.0,7,0.6740602135728224,3,6,3.5060606060606068
406,42.542137,-72.693294,42.542137,-72.693294,Irene,MA,Franklin County,37634,,464.84,2.5,Riverine,1341.0,3,-0.417213740151724,3,3,3.5060606060606068
407,42.541935,-72.693678,42.541935,-72.693678,Irene,MA,Franklin County,37635,,464.98,1.0,Riverine,1341.0,1,-1.0719781123864518,3,0,3.5060606060606068
408,42.514407,-72.694087,42.514407,-72.694087,Irene,MA,Franklin County,37636,,530.91,6.0,Riverine,1341.0,8,1.110569795062641,3,9,3.5060606060606068
409,42.514363,-72.693788,42.514363,-72.693788,Irene,MA,Franklin County,37637,,528.75,3.7,Riverine,1341.0,5,0.10659775763605836,3,4,3.5060606060606068
410,42.514918,-72.69369,42.514918,-72.69369,Irene,MA,Franklin County,37638,,526.69,4.3,Riverine,1341.0,6,0.36850350652994934,3,5,3.5060606060606068
411,42.508304,-72.697864,42.508304,-72.697864,Irene,MA,Franklin County,37639,,553.62,4.5,Riverine,1341.0,6,0.45580542282791314,4,6,3.5060606060606068
412,42.509233,-72.697723,42.509233,-72.697723,Irene,MA,Franklin County,37640,,544.64,5.2,Riverine,1341.0,7,0.7613621298707862,4,7,3.5060606060606068
413,42.506491,-72.706515,42.506491,-72.706515,Irene,MA,Franklin County,37641,,635.43,5.4,Riverine,1341.0,7,0.84866404616875,5,8,3.5060606060606068
414,42.507165,-72.706151,42.507165,-72.706151,Irene,MA,Franklin County,37642,,631.26,5.3,Riverine,1341.0,7,0.8050130880197679,5,8,3.5060606060606068
415,42.50689000000001,-72.706245,42.50689000000001,-72.706245,Irene,MA,Franklin County,37643,,630.97,5.7,Riverine,1341.0,8,0.9796169206156955,5,9,3.5060606060606068
416,42.507998,-72.711403,42.507998,-72.711403,Irene,MA,Franklin County,37644,,659.71,5.3,Riverine,1341.0,7,0.8050130880197679,6,8,3.5060606060606068
417,42.507647,-72.710673,42.507647,-72.710673,Irene,MA,Franklin County,37645,,656.8,5.6,Riverine,1341.0,8,0.9359659624667134,6,9,3.5060606060606068
418,42.514582,-72.72000600000001,42.514582,-72.72000600000001,Irene,MA,Franklin County,37646,,667.56,1.9,Riverine,1341.0,2,-0.6791194890456151,6,2,3.5060606060606068
419,42.514262,-72.720027,42.514262,-72.720027,Irene,MA,Franklin County,37647,,663.77,3.9,Riverine,1341.0,5,0.19389967393402197,6,4,3.5060606060606068
420,42.517467,-72.73230600000002,42.517467,-72.73230600000002,Irene,MA,Franklin County,37648,,719.73,1.8,Riverine,1341.0,2,-0.7227704471945969,7,1,3.5060606060606068
421,42.517839,-72.731872,42.517839,-72.731872,Irene,MA,Franklin County,37649,,715.13,0.8,Riverine,1341.0,1,-1.1592800286844154,7,0,3.5060606060606068
422,42.513058,-72.743538,42.513058,-72.743538,Irene,MA,Franklin County,37650,,802.88,3.4,Riverine,1341.0,5,-0.02435511681088733,7,4,3.5060606060606068
423,42.51227700000001,-72.743725,42.51227700000001,-72.743725,Irene,MA,Franklin County,37651,,802.68,5.2,Riverine,1341.0,7,0.7613621298707862,7,7,3.5060606060606068
424,42.509069,-72.76392299999998,42.509069,-72.76392299999998,Irene,MA,Franklin County,37652,,900.78,0.0,Riverine,1330.0,0,-1.5084876938762704,8,0,3.4014285714285717
425,42.510625,-72.774057,42.510625,-72.774057,Irene,MA,Franklin County,37653,,973.2,5.7,Riverine,1330.0,8,0.9796169206156955,8,8,3.4014285714285717
426,42.510439,-72.77389000000002,42.510439,-72.77389000000002,Irene,MA,Franklin County,37654,,974.36,6.0,Riverine,1330.0,8,1.110569795062641,8,9,3.4014285714285717
427,42.521943,-72.780559,42.521943,-72.780559,Irene,MA,Franklin County,37655,,1036.21,2.4,Riverine,1330.0,3,-0.4608646983007059,9,3,3.4014285714285717
428,42.532991,-72.791625,42.532991,-72.791625,Irene,MA,Franklin County,37656,,1172.51,4.7,Riverine,1330.0,6,0.5431073391258769,9,6,3.4014285714285717
429,42.53324,-72.791106,42.53324,-72.791106,Irene,MA,Franklin County,37657,,1164.03,0.0,Riverine,1370.0,0,-1.5084876938762704,9,0,4.13125
